ProviderId,DataYear,SurveysCompleted,SurveyResponseRate,MeasureStartDate,MeasureEndDate
381306,2014,Between 100 and 299,44,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381306,2015,118,42,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381306,2016,158,42,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381307,2010,N/A,N/A,NULL,NULL
381307,2011,N/A,N/A,NULL,NULL
381307,2012,Not Available,Not Available,NULL,NULL
381307,2013,Not Available,Not Available,NULL,NULL
381307,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381307,2015,57,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381307,2016,70,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381308,2010,N/A,N/A,NULL,NULL
381308,2011,N/A,N/A,NULL,NULL
381308,2012,Not Available,Not Available,NULL,NULL
381308,2013,Not Available,Not Available,NULL,NULL
381308,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381308,2015,52,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381308,2016,FEWER THAN 50,36,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381309,2010,N/A,N/A,NULL,NULL
381309,2011,N/A,N/A,NULL,NULL
381309,2012,Not Available,Not Available,NULL,NULL
381309,2013,Not Available,Not Available,NULL,NULL
381309,2014,Fewer than 100,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381309,2015,93,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381309,2016,93,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381310,2010,N/A,N/A,NULL,NULL
381310,2011,N/A,N/A,NULL,NULL
381310,2012,Not Available,Not Available,NULL,NULL
381310,2013,Not Available,Not Available,NULL,NULL
381310,2014,Fewer than 100,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381310,2015,FEWER THAN 50,18,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381310,2016,FEWER THAN 50,18,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381311,2010,N/A,N/A,NULL,NULL
381311,2011,N/A,N/A,NULL,NULL
381311,2012,Not Available,Not Available,NULL,NULL
381311,2013,Not Available,Not Available,NULL,NULL
381311,2014,Fewer than 100,41,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381311,2015,97,46,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381311,2016,95,44,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381312,2009,Between 100 and 299,35,NULL,NULL
381312,2010,Between 100 and 299,32,NULL,NULL
381312,2011,Between 100 and 299,36,NULL,NULL
381312,2012,Between 100 and 299,37,NULL,NULL
381312,2013,Between 100 and 299,34,NULL,NULL
381312,2014,Between 100 and 299,37,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381312,2015,74,36,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381312,2016,86,34,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381313,2010,N/A,N/A,NULL,NULL
381313,2011,N/A,N/A,NULL,NULL
381313,2012,Not Available,Not Available,NULL,NULL
381313,2013,Not Available,Not Available,NULL,NULL
381313,2014,Between 100 and 299,27,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381313,2015,121,28,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381313,2016,105,25,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381314,2009,300 or More,38,NULL,NULL
381314,2010,300 or more,33,NULL,NULL
381314,2011,300 or more,34,NULL,NULL
381314,2012,300 or more,32,NULL,NULL
381314,2013,300 or more,30,NULL,NULL
381314,2014,300 or more,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381314,2015,259,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381314,2016,240,25,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381315,2010,N/A,N/A,NULL,NULL
381315,2011,N/A,N/A,NULL,NULL
381315,2012,300 or more,43,NULL,NULL
381315,2013,Between 100 and 299,40,NULL,NULL
381315,2014,Between 100 and 299,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381315,2015,168,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381315,2016,165,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381316,2009,300 or More,41,NULL,NULL
381316,2010,300 or more,44,NULL,NULL
381316,2011,300 or more,46,NULL,NULL
381316,2012,Between 100 and 299,43,NULL,NULL
381316,2013,Between 100 and 299,45,NULL,NULL
381316,2014,Between 100 and 299,44,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381316,2015,232,41,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381316,2016,250,40,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381317,2009,300 or More,32,NULL,NULL
381317,2010,300 or more,35,NULL,NULL
381317,2011,Between 100 and 299,32,NULL,NULL
381317,2012,Between 100 and 299,29,NULL,NULL
381317,2013,Between 100 and 299,30,NULL,NULL
381317,2014,Between 100 and 299,30,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381317,2015,223,28,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381317,2016,242,27,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381318,2009,300 or More,33,NULL,NULL
381318,2010,Between 100 and 299,34,NULL,NULL
381318,2011,300 or more,31,NULL,NULL
381318,2012,300 or more,34,NULL,NULL
381318,2013,300 or more,33,NULL,NULL
381318,2014,300 or more,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381318,2015,378,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381318,2016,386,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381319,2011,N/A,N/A,NULL,NULL
381319,2012,Not Available,Not Available,NULL,NULL
381319,2013,Not Available,Not Available,NULL,NULL
381319,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381319,2015,342,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381319,2016,318,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381320,2010,N/A,N/A,NULL,NULL
381320,2011,N/A,N/A,NULL,NULL
381320,2012,Not Available,Not Available,NULL,NULL
381320,2013,300 or more,40,NULL,NULL
381320,2014,300 or more,35,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381320,2015,307,28,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381320,2016,336,29,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381321,2010,N/A,N/A,NULL,NULL
381321,2011,N/A,N/A,NULL,NULL
381321,2012,Not Available,Not Available,NULL,NULL
381321,2013,Not Available,Not Available,NULL,NULL
381321,2014,Not Available,Not Available,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381321,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381321,2016,217,22,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381322,2011,N/A,N/A,NULL,NULL
381322,2012,Between 100 and 299,25,NULL,NULL
381322,2013,Between 100 and 299,24,NULL,NULL
381322,2014,Fewer than 100,23,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381322,2015,86,25,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381322,2016,88,27,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381323,2009,300 or More,36,NULL,NULL
381323,2010,300 or more,32,NULL,NULL
381323,2011,300 or more,28,NULL,NULL
381323,2012,300 or more,27,NULL,NULL
381323,2013,300 or more,28,NULL,NULL
381323,2014,300 or more,27,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381323,2015,293,23,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381323,2016,288,22,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381324,2010,N/A,N/A,NULL,NULL
381324,2011,N/A,N/A,NULL,NULL
381324,2012,Between 100 and 299,17,NULL,NULL
381324,2013,Between 100 and 299,19,NULL,NULL
381324,2014,Between 100 and 299,18,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381324,2015,89,18,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381324,2016,84,18,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
381325,2010,N/A,N/A,NULL,NULL
381325,2011,N/A,N/A,NULL,NULL
381325,2012,Between 100 and 299,27,NULL,NULL
381325,2013,Between 100 and 299,26,NULL,NULL
381325,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
381325,2015,281,27,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
381325,2016,314,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390001,2009,300 or More,41,NULL,NULL
390001,2010,300 or more,40,NULL,NULL
390001,2011,300 or more,37,NULL,NULL
390001,2012,300 or more,40,NULL,NULL
390001,2013,300 or more,39,NULL,NULL
390001,2014,300 or more,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390001,2015,1875,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390001,2016,1758,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390002,2009,300 or More,31,NULL,NULL
390002,2010,300 or more,30,NULL,NULL
390002,2011,300 or more,30,NULL,NULL
390002,2012,300 or more,28,NULL,NULL
390002,2013,300 or more,30,NULL,NULL
390002,2014,300 or more,28,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390002,2015,475,29,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390002,2016,479,28,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390003,2009,300 or More,47,NULL,NULL
390003,2010,300 or more,43,NULL,NULL
390003,2011,300 or more,42,NULL,NULL
390003,2012,Between 100 and 299,40,NULL,NULL
390003,2013,Between 100 and 299,39,NULL,NULL
390003,2014,300 or more,40,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390003,2015,443,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390003,2016,473,36,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390004,2009,300 or More,41,NULL,NULL
390004,2010,300 or more,44,NULL,NULL
390004,2011,300 or more,43,NULL,NULL
390004,2012,300 or more,43,NULL,NULL
390004,2013,300 or more,42,NULL,NULL
390004,2014,300 or more,39,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390004,2015,2241,33,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390004,2016,2300,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390006,2009,300 or More,42,NULL,NULL
390006,2010,300 or more,44,NULL,NULL
390006,2011,300 or more,42,NULL,NULL
390006,2012,300 or more,39,NULL,NULL
390006,2013,300 or more,41,NULL,NULL
390006,2014,300 or more,40,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390006,2015,4346,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390006,2016,4153,34,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390008,2009,300 or More,43,NULL,NULL
390008,2010,300 or more,36,NULL,NULL
390008,2011,300 or more,37,NULL,NULL
390008,2012,300 or more,33,NULL,NULL
390008,2013,300 or more,32,NULL,NULL
390008,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390008,2015,319,39,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390008,2016,281,36,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390009,2009,300 or More,42,NULL,NULL
390009,2010,300 or more,39,NULL,NULL
390009,2011,300 or more,39,NULL,NULL
390009,2012,300 or more,41,NULL,NULL
390009,2013,300 or more,40,NULL,NULL
390009,2014,300 or more,39,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390009,2015,1581,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390009,2016,1234,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390012,2009,300 or More,32,NULL,NULL
390012,2010,300 or more,34,NULL,NULL
390012,2011,300 or more,33,NULL,NULL
390012,2012,300 or more,42,NULL,NULL
390012,2013,300 or more,45,NULL,NULL
390012,2014,300 or more,45,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390012,2015,567,41,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390012,2016,553,39,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390013,2009,300 or More,45,NULL,NULL
390013,2010,300 or more,45,NULL,NULL
390013,2011,300 or more,44,NULL,NULL
390013,2012,300 or more,45,NULL,NULL
390013,2013,300 or more,47,NULL,NULL
390013,2014,300 or more,46,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390013,2015,512,42,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390013,2016,489,41,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390016,2009,300 or More,34,NULL,NULL
390016,2010,300 or more,33,NULL,NULL
390016,2011,300 or more,32,NULL,NULL
390016,2012,300 or more,34,NULL,NULL
390016,2013,300 or more,38,NULL,NULL
390016,2014,300 or more,35,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390016,2015,591,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390016,2016,503,29,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390019,2009,300 or More,29,NULL,NULL
390019,2010,300 or more,29,NULL,NULL
390019,2011,300 or more,35,NULL,NULL
390019,2012,300 or more,35,NULL,NULL
390019,2013,300 or more,36,NULL,NULL
390019,2014,300 or more,37,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390019,2015,335,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390019,2016,261,29,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390023,2009,300 or More,20,NULL,NULL
390025,2009,Fewer than 100,8,NULL,NULL
390025,2010,Fewer than 100,4,NULL,NULL
390025,2011,Fewer than 100,2,NULL,NULL
390025,2012,Fewer than 100,8,NULL,NULL
390025,2013,Not Available,Not Available,NULL,NULL
390025,2014,Fewer than 100,8,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390025,2015,Not Available,Not Available,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390025,2016,FEWER THAN 50,6,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390026,2009,300 or More,24,NULL,NULL
390026,2010,300 or more,21,NULL,NULL
390026,2011,300 or more,21,NULL,NULL
390026,2012,300 or more,22,NULL,NULL
390026,2013,300 or more,25,NULL,NULL
390026,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390026,2015,719,26,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390026,2016,609,24,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390027,2009,300 or More,18,NULL,NULL
390027,2010,300 or more,18,NULL,NULL
390027,2011,300 or more,18,NULL,NULL
390027,2012,300 or more,16,NULL,NULL
390027,2013,300 or more,17,NULL,NULL
390027,2014,300 or more,16,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390027,2015,2142,15,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390027,2016,1846,13,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390028,2009,300 or More,35,NULL,NULL
390028,2010,300 or more,33,NULL,NULL
390028,2011,300 or more,32,NULL,NULL
390028,2012,300 or more,34,NULL,NULL
390028,2013,300 or more,33,NULL,NULL
390028,2014,300 or more,32,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390028,2015,1590,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390028,2016,1541,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390030,2009,300 or More,38,NULL,NULL
390030,2010,300 or more,34,NULL,NULL
390030,2011,300 or more,36,NULL,NULL
390030,2012,300 or more,37,NULL,NULL
390030,2013,300 or more,39,NULL,NULL
390030,2014,300 or more,37,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390030,2015,624,31,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390030,2016,554,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390031,2009,300 or More,38,NULL,NULL
390031,2010,300 or more,36,NULL,NULL
390031,2011,300 or more,35,NULL,NULL
390031,2012,300 or more,40,NULL,NULL
390031,2013,300 or more,43,NULL,NULL
390031,2014,300 or more,42,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390031,2015,385,37,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390031,2016,334,35,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390032,2009,300 or More,39,NULL,NULL
390032,2010,300 or more,39,NULL,NULL
390032,2011,300 or more,35,NULL,NULL
390032,2012,300 or more,38,NULL,NULL
390032,2013,300 or more,38,NULL,NULL
390032,2014,300 or more,37,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390032,2015,432,36,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390032,2016,441,37,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390035,2009,300 or More,37,NULL,NULL
390035,2010,300 or more,39,NULL,NULL
390035,2011,300 or more,32,NULL,NULL
390035,2012,300 or more,39,NULL,NULL
390035,2013,300 or more,39,NULL,NULL
390035,2014,300 or more,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390035,2015,483,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390035,2016,413,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390036,2009,300 or More,39,NULL,NULL
390036,2010,300 or more,41,NULL,NULL
390036,2011,300 or more,43,NULL,NULL
390036,2012,300 or more,43,NULL,NULL
390036,2013,300 or more,38,NULL,NULL
390036,2014,300 or more,34,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390036,2015,415,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390036,2016,418,36,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390037,2009,300 or More,43,NULL,NULL
390037,2010,300 or more,46,NULL,NULL
390037,2011,300 or more,48,NULL,NULL
390037,2012,300 or more,45,NULL,NULL
390037,2013,300 or more,42,NULL,NULL
390037,2014,300 or more,42,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390037,2015,598,40,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390037,2016,602,40,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390039,2009,300 or More,40,NULL,NULL
390039,2010,300 or more,43,NULL,NULL
390039,2011,300 or more,44,NULL,NULL
390039,2012,300 or more,40,NULL,NULL
390039,2013,300 or more,39,NULL,NULL
390039,2014,300 or more,41,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390039,2015,579,38,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390039,2016,571,36,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390041,2009,300 or More,34,NULL,NULL
390041,2010,300 or more,32,NULL,NULL
390041,2011,300 or more,33,NULL,NULL
390041,2012,300 or more,34,NULL,NULL
390041,2013,300 or more,30,NULL,NULL
390041,2014,300 or more,29,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390041,2015,627,25,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390041,2016,642,26,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390042,2009,300 or More,37,NULL,NULL
390042,2010,300 or more,41,NULL,NULL
390042,2011,300 or more,40,NULL,NULL
390042,2012,300 or more,42,NULL,NULL
390042,2013,300 or more,39,NULL,NULL
390042,2014,300 or more,37,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390042,2015,1095,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390042,2016,1045,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390043,2009,300 or More,45,NULL,NULL
390043,2010,300 or more,43,NULL,NULL
390043,2011,300 or more,44,NULL,NULL
390043,2012,300 or more,42,NULL,NULL
390043,2013,300 or more,39,NULL,NULL
390043,2014,300 or more,37,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390043,2015,488,40,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390043,2016,472,39,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390044,2009,300 or More,47,NULL,NULL
390044,2010,300 or more,43,NULL,NULL
390044,2011,300 or more,45,NULL,NULL
390044,2012,300 or more,41,NULL,NULL
390044,2013,300 or more,39,NULL,NULL
390044,2014,300 or more,35,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390044,2015,573,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390044,2016,571,34,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390045,2009,300 or More,50,NULL,NULL
390045,2010,300 or more,48,NULL,NULL
390045,2011,300 or more,49,NULL,NULL
390045,2012,300 or more,37,NULL,NULL
390045,2013,300 or more,37,NULL,NULL
390045,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390045,2015,2831,36,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390045,2016,2709,35,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390046,2009,300 or More,43,NULL,NULL
390046,2010,300 or more,40,NULL,NULL
390046,2011,300 or more,38,NULL,NULL
390046,2012,300 or more,37,NULL,NULL
390046,2013,300 or more,36,NULL,NULL
390046,2014,300 or more,34,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390046,2015,681,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390046,2016,553,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390048,2009,300 or More,34,NULL,NULL
390048,2010,300 or more,35,NULL,NULL
390048,2011,300 or more,35,NULL,NULL
390048,2012,300 or more,33,NULL,NULL
390048,2013,300 or more,30,NULL,NULL
390048,2014,300 or more,27,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390048,2015,636,30,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390048,2016,679,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390049,2009,300 or More,35,NULL,NULL
390049,2010,300 or more,36,NULL,NULL
390049,2011,300 or more,36,NULL,NULL
390049,2012,300 or more,39,NULL,NULL
390049,2013,300 or more,38,NULL,NULL
390049,2014,300 or more,35,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390049,2015,471,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390049,2016,471,29,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390050,2009,300 or More,38,NULL,NULL
390050,2010,300 or more,38,NULL,NULL
390050,2011,300 or more,35,NULL,NULL
390050,2012,300 or more,40,NULL,NULL
390050,2013,300 or more,40,NULL,NULL
390050,2014,300 or more,36,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390050,2015,351,34,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390050,2016,339,32,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390052,2009,300 or More,43,NULL,NULL
390052,2010,300 or more,43,NULL,NULL
390052,2011,300 or more,41,NULL,NULL
390052,2012,300 or more,44,NULL,NULL
390052,2013,300 or more,42,NULL,NULL
390052,2014,300 or more,40,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390052,2015,329,36,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390052,2016,352,35,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390056,2009,300 or More,36,NULL,NULL
390056,2010,300 or more,38,NULL,NULL
390056,2011,300 or more,38,NULL,NULL
390056,2012,300 or more,36,NULL,NULL
390056,2013,300 or more,37,NULL,NULL
390056,2014,300 or more,34,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390056,2015,378,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390056,2016,369,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390057,2009,300 or More,44,NULL,NULL
390057,2010,300 or more,42,NULL,NULL
390057,2011,300 or more,42,NULL,NULL
390057,2012,300 or more,43,NULL,NULL
390057,2013,300 or more,44,NULL,NULL
390057,2014,300 or more,37,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390057,2015,605,36,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390057,2016,740,36,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390058,2009,300 or More,40,NULL,NULL
390058,2010,300 or more,43,NULL,NULL
390058,2011,300 or more,41,NULL,NULL
390058,2012,300 or more,44,NULL,NULL
390058,2013,300 or more,43,NULL,NULL
390058,2014,300 or more,43,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390058,2015,539,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390058,2016,597,30,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390061,2009,300 or More,37,NULL,NULL
390061,2010,300 or more,41,NULL,NULL
390061,2011,300 or more,41,NULL,NULL
390061,2012,300 or more,45,NULL,NULL
390061,2013,300 or more,47,NULL,NULL
390061,2014,300 or more,42,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390061,2015,567,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390061,2016,554,31,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390062,2009,300 or More,55,NULL,NULL
390062,2010,300 or more,52,NULL,NULL
390062,2011,300 or more,53,NULL,NULL
390062,2012,300 or more,48,NULL,NULL
390062,2013,300 or more,47,NULL,NULL
390062,2014,300 or more,48,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390062,2015,711,49,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390062,2016,703,47,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390063,2009,300 or More,42,NULL,NULL
390063,2010,300 or more,41,NULL,NULL
390063,2011,300 or more,40,NULL,NULL
390063,2012,300 or more,37,NULL,NULL
390063,2013,300 or more,35,NULL,NULL
390063,2014,300 or more,35,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390063,2015,2161,35,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390063,2016,2215,35,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390065,2009,300 or More,38,NULL,NULL
390065,2010,300 or more,38,NULL,NULL
390065,2011,300 or more,35,NULL,NULL
390065,2012,300 or more,35,NULL,NULL
390065,2013,300 or more,35,NULL,NULL
390065,2014,300 or more,35,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390065,2015,580,32,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390065,2016,492,33,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390066,2009,300 or More,45,NULL,NULL
390066,2010,300 or more,40,NULL,NULL
390066,2011,300 or more,39,NULL,NULL
390066,2012,300 or more,40,NULL,NULL
390066,2013,300 or more,39,NULL,NULL
390066,2014,300 or more,38,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390066,2015,1673,36,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390066,2016,1649,34,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390067,2009,300 or More,44,NULL,NULL
390067,2010,300 or more,41,NULL,NULL
390067,2011,300 or more,40,NULL,NULL
390067,2012,300 or more,34,NULL,NULL
390067,2013,300 or more,39,NULL,NULL
390067,2014,300 or more,43,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
390067,2015,1434,38,2014-04-01 00:00:00.000,2015-03-31 00:00:00.000
390067,2016,1612,36,2014-10-01 00:00:00.000,2015-09-30 00:00:00.000
390068,2009,300 or More,36,NULL,NULL
390068,2010,300 or more,41,NULL,NULL
390068,2011,300 or more,42,NULL,NULL
390068,2012,300 or more,39,NULL,NULL
390068,2013,300 or more,40,NULL,NULL
390068,2014,300 or more,43,2013-01-01 00:00:00.000,2013-12-31 00:00:00.000
