ProviderId,DataYear,OP_10_Score,OP_11_Score,OP_13_Score,OP_14_Score,OP_8_Score,OP_9_Score,OP_10_Sample,OP_11_Sample,OP_13_Sample,OP_14_Sample,OP_8_Sample,OP_9_Sample,MeasureStartDate,MeasureEndDate
280060,2010,0.061,0.000,NULL,NULL,38.0,5.7,1290,1190,NULL,NULL,326,751,NULL,NULL
280060,2013,4.7,0.2,5.0,1.8,33.7,8.7,1089,948,1010,565,249,1334,NULL,NULL
280061,2010,0.131,0.000,NULL,NULL,26.7,9.7,666,444,NULL,NULL,300,1488,NULL,NULL
280061,2013,15.6,0.3,6.5,Not Available,34.5,7.8,621,324,397,Not Available,171,1797,NULL,NULL
280061,2016,7.8,0.5,3.2,4.6,29.1,5.5,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
280065,2012,0.07,0.041,7.1,3.8,36.7,17.9,823,637,309,420,218,1249,NULL,NULL
280077,2010,0.772,0.003,NULL,NULL,26.1,3.5,526,613,NULL,NULL,207,1420,NULL,NULL
280077,2013,50.3,0.0,6.8,1.0,32.0,3.4,503,515,453,522,172,1425,NULL,NULL
280077,2016,29.9,0.0,4.4,0.5,37.2,3.9,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
280081,2010,0.085,0.013,NULL,NULL,37.7,3.8,658,640,NULL,NULL,204,681,NULL,NULL
280105,2013,9.9,3.3,5.4,Not Available,35.4,5.0,364,246,298,Not Available,79,1134,NULL,NULL
280105,2016,7.1,0.5,6.0,Not Available,50.0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
280111,2010,0.771,0.011,NULL,NULL,28.2,1.2,389,348,NULL,NULL,85,734,NULL,NULL
280125,2012,0.702,0.031,5.7,1.7,22,8.4,621,766,472,345,100,759,NULL,NULL
280125,2015,54.7,2.2,5.3,Not Available,Not Available,6.7,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
280127,2012,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
280127,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
280128,2012,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
280128,2015,1.7,1.7,3.4,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
280129,2010,N/A,N/A,NULL,NULL,35.3,N/A,N/A,N/A,NULL,NULL,85,N/A,NULL,NULL
280129,2013,Not Available,Not Available,Not Available,Not Available,39.7,Not Available,Not Available,Not Available,Not Available,Not Available,73,Not Available,NULL,NULL
280129,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
280130,2015,3.8,0.2,2.9,2.3,Not Available,8.6,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
280131,2011,N/A,N/A,NULL,NULL,N/A,N/A,N/A,N/A,NULL,NULL,N/A,N/A,NULL,NULL
280132,2014,2.7,0.6,10.8,1.6,36.9,11.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
281300,2014,3.2,Not Available,Not Available,Not Available,Not Available,8.0,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
281301,2014,Not Available,Not Available,Not Available,0.0,Not Available,10.2,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
281302,2014,Not Available,Not Available,Not Available,Not Available,Not Available,9.2,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
281303,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281306,2014,Not Available,Not Available,Not Available,Not Available,Not Available,5.3,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
281307,2012,0.065,0,0,Not Available,Not Available,16.4,155,74,54,Not Available,Not Available,159,NULL,NULL
281307,2015,2.6,0.0,Not Available,Not Available,Not Available,8.9,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281308,2015,Not Available,Not Available,Not Available,0.0,Not Available,8.0,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281309,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281311,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281312,2012,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
241304,2015,Not Available,Not Available,Not Available,Not Available,Not Available,3.7,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241306,2010,0.649,0.031,NULL,NULL,31.3,7.6,37,32,NULL,NULL,16,172,NULL,NULL
241306,2013,Not Available,Not Available,Not Available,Not Available,Not Available,5.2,Not Available,Not Available,Not Available,Not Available,Not Available,249,NULL,NULL
241308,2013,18.3,0.0,Not Available,Not Available,Not Available,2.7,71,46,Not Available,Not Available,Not Available,223,NULL,NULL
241308,2016,3.1,Not Available,Not Available,0.0,Not Available,2.1,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241309,2011,0.038,N/A,NULL,NULL,N/A,2.5,53,N/A,NULL,NULL,N/A,79,NULL,NULL
241309,2014,Not Available,Not Available,Not Available,Not Available,Not Available,1.5,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
241311,2011,0.022,0.020,NULL,NULL,N/A,2.6,91,101,NULL,NULL,N/A,116,NULL,NULL
241311,2014,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
241312,2013,Not Available,Not Available,Not Available,0.0,Not Available,5.3,Not Available,Not Available,Not Available,42,Not Available,76,NULL,NULL
241312,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241313,2010,0.412,0.545,NULL,NULL,20.0,9.1,17,11,NULL,NULL,10,44,NULL,NULL
241313,2013,Not Available,Not Available,Not Available,Not Available,Not Available,5.8,Not Available,Not Available,Not Available,Not Available,Not Available,69,NULL,NULL
241313,2016,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241314,2010,0.840,0.200,NULL,NULL,0.0,5.9,25,10,NULL,NULL,7,85,NULL,NULL
241314,2013,Not Available,Not Available,Not Available,Not Available,Not Available,10.4,Not Available,Not Available,Not Available,Not Available,Not Available,96,NULL,NULL
241315,2010,0.304,0.133,NULL,NULL,60.0,10.5,23,15,NULL,NULL,10,105,NULL,NULL
241316,2012,Not Available,Not Available,Not Available,0,Not Available,2.8,Not Available,Not Available,Not Available,46,Not Available,142,NULL,NULL
241316,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241317,2012,Not Available,Not Available,Not Available,Not Available,Not Available,12.9,Not Available,Not Available,Not Available,Not Available,Not Available,139,NULL,NULL
241317,2015,Not Available,Not Available,Not Available,Not Available,Not Available,2.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241319,2016,Not Available,1.8,Not Available,0.0,Not Available,0.9,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241320,2015,3.1,0.0,Not Available,Not Available,Not Available,5.0,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241321,2011,N/A,N/A,NULL,NULL,N/A,N/A,N/A,N/A,NULL,NULL,N/A,N/A,NULL,NULL
241325,2014,75.5,Not Available,Not Available,Not Available,Not Available,5.8,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
241326,2013,4.3,1.2,Not Available,Not Available,Not Available,9.8,117,81,Not Available,Not Available,Not Available,153,NULL,NULL
241326,2016,1.8,Not Available,Not Available,Not Available,Not Available,10.4,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241327,2016,3.9,Not Available,Not Available,Not Available,Not Available,4.8,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241329,2013,8.0,2.1,Not Available,Not Available,Not Available,7.4,188,145,Not Available,Not Available,Not Available,418,NULL,NULL
241329,2016,5.6,0.0,Not Available,Not Available,Not Available,6.6,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241330,2012,0.027,0.018,Not Available,Not Available,Not Available,11.9,75,55,Not Available,Not Available,Not Available,202,NULL,NULL
241331,2016,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241332,2012,0.028,0.022,3.5,Not Available,Not Available,16,107,46,57,Not Available,Not Available,150,NULL,NULL
241332,2015,4.5,0.0,Not Available,0.0,Not Available,11.2,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241333,2012,0.076,Not Available,Not Available,Not Available,Not Available,6.2,66,Not Available,Not Available,Not Available,Not Available,195,NULL,NULL
241333,2015,Not Available,Not Available,Not Available,0.0,Not Available,8.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241334,2015,2.2,Not Available,Not Available,Not Available,Not Available,9.4,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241335,2012,0.066,Not Available,Not Available,Not Available,Not Available,11.7,61,Not Available,Not Available,Not Available,Not Available,291,NULL,NULL
241335,2015,3.2,Not Available,Not Available,Not Available,Not Available,6.8,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241336,2011,N/A,N/A,NULL,NULL,N/A,5.9,N/A,N/A,NULL,NULL,N/A,118,NULL,NULL
241336,2014,Not Available,Not Available,Not Available,Not Available,Not Available,7.7,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
241338,2011,N/A,N/A,NULL,NULL,N/A,7.2,N/A,N/A,NULL,NULL,N/A,251,NULL,NULL
241338,2014,3.0,Not Available,Not Available,0.0,Not Available,9.2,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
281312,2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281313,2012,0.018,Not Available,Not Available,Not Available,Not Available,4.5,57,Not Available,Not Available,Not Available,Not Available,134,NULL,NULL
281313,2015,1.8,Not Available,Not Available,Not Available,Not Available,11.2,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281314,2012,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,33,Not Available,Not Available,NULL,NULL
281314,2015,Not Available,Not Available,Not Available,Not Available,Not Available,9.6,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281315,2013,7.9,13.2,3.1,Not Available,Not Available,8.5,89,68,64,Not Available,Not Available,305,NULL,NULL
281315,2016,8.6,4.8,Not Available,Not Available,Not Available,10.6,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
281316,2013,Not Available,Not Available,Not Available,Not Available,Not Available,10.0,Not Available,Not Available,Not Available,Not Available,Not Available,90,NULL,NULL
281316,2016,Not Available,Not Available,Not Available,Not Available,Not Available,9.3,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
281317,2010,N/A,N/A,NULL,NULL,0.0,4.5,N/A,N/A,NULL,NULL,6,22,NULL,NULL
281317,2013,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
281319,2014,8.0,3.6,Not Available,0.0,Not Available,11.8,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
281320,2013,5.0,Not Available,6.8,Not Available,Not Available,7.9,60,Not Available,88,Not Available,Not Available,164,NULL,NULL
281320,2016,12.8,3.4,0.0,0.0,Not Available,8.6,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
281321,2014,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
281322,2014,2.2,2.9,Not Available,0.0,Not Available,7.8,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
281323,2014,Not Available,Not Available,Not Available,Not Available,Not Available,1.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
281324,2014,3.9,2.1,Not Available,Not Available,Not Available,10.8,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
281325,2015,Not Available,Not Available,Not Available,Not Available,Not Available,2.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281328,2014,11.4,Not Available,Not Available,Not Available,Not Available,5.0,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
281329,2012,0.076,0.018,5.6,0.7,37.5,3.6,118,110,160,143,48,223,NULL,NULL
281329,2015,12.7,14.7,1.5,0.0,Not Available,6.8,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281330,2014,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
281331,2012,0.679,Not Available,Not Available,0,Not Available,8.3,56,Not Available,Not Available,71,Not Available,133,NULL,NULL
281331,2015,0.0,Not Available,Not Available,Not Available,Not Available,8.1,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281332,2012,0.515,0.021,Not Available,0,Not Available,5.6,66,48,Not Available,73,Not Available,144,NULL,NULL
281332,2015,2.0,Not Available,Not Available,0.0,Not Available,2.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281334,2015,6.3,3.3,Not Available,Not Available,Not Available,3.0,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281335,2013,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
281335,2016,Not Available,Not Available,Not Available,0.0,Not Available,1.7,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
281336,2013,5.7,0.0,5.0,Not Available,Not Available,16.1,140,135,180,Not Available,Not Available,423,NULL,NULL
281336,2016,8.3,1.5,4.6,Not Available,Not Available,17.6,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
281338,2013,17.7,Not Available,3.6,Not Available,Not Available,4.1,96,Not Available,83,Not Available,Not Available,219,NULL,NULL
281338,2016,19.8,4.2,2.0,Not Available,Not Available,7.3,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
281340,2012,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,40,Not Available,Not Available,NULL,NULL
281340,2015,Not Available,2.0,Not Available,0.0,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281341,2012,Not Available,Not Available,Not Available,0,Not Available,8.5,Not Available,Not Available,Not Available,66,Not Available,271,NULL,NULL
281341,2015,9.2,Not Available,Not Available,Not Available,Not Available,5.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
281342,2012,0.043,0,7.1,Not Available,Not Available,16.3,115,117,126,Not Available,Not Available,282,NULL,NULL
281343,2012,Not Available,Not Available,Not Available,Not Available,Not Available,3,Not Available,Not Available,Not Available,Not Available,Not Available,100,NULL,NULL
281345,2011,0.033,N/A,NULL,NULL,N/A,9.0,61,N/A,NULL,NULL,N/A,122,NULL,NULL
281345,2014,3.7,Not Available,Not Available,Not Available,Not Available,9.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
241339,2011,0.043,N/A,NULL,NULL,N/A,1.9,47,N/A,NULL,NULL,N/A,160,NULL,NULL
241339,2014,Not Available,Not Available,Not Available,0.0,Not Available,2.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
241340,2010,0.000,0.000,NULL,NULL,N/A,N/A,32,25,NULL,NULL,N/A,N/A,NULL,NULL
241340,2013,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,39,Not Available,Not Available,NULL,NULL
241340,2016,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241341,2013,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL
241341,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241342,2016,65.4,Not Available,Not Available,Not Available,Not Available,4.7,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241343,2012,0.02,0,Not Available,Not Available,Not Available,3.5,51,50,Not Available,Not Available,Not Available,228,NULL,NULL
241344,2012,0,0,4,Not Available,Not Available,7.1,106,80,101,Not Available,Not Available,239,NULL,NULL
241344,2015,Not Available,Not Available,Not Available,Not Available,Not Available,8.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241345,2012,0.057,Not Available,Not Available,Not Available,Not Available,4.1,122,Not Available,Not Available,Not Available,Not Available,222,NULL,NULL
241345,2015,6.3,Not Available,Not Available,0.0,Not Available,2.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241346,2012,Not Available,Not Available,Not Available,Not Available,Not Available,5.7,Not Available,Not Available,Not Available,Not Available,Not Available,106,NULL,NULL
241346,2015,Not Available,Not Available,Not Available,0.0,Not Available,8.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241347,2015,Not Available,Not Available,Not Available,Not Available,Not Available,1.8,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241348,2011,N/A,N/A,NULL,NULL,N/A,7.5,N/A,N/A,NULL,NULL,N/A,93,NULL,NULL
241349,2011,0.035,0.000,NULL,NULL,N/A,7.0,144,148,NULL,NULL,N/A,316,NULL,NULL
241349,2014,2.7,0.0,Not Available,Not Available,Not Available,8.6,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
241350,2012,0.033,0.02,Not Available,Not Available,Not Available,4.4,92,100,Not Available,Not Available,Not Available,250,NULL,NULL
241350,2015,1.5,0.0,Not Available,Not Available,Not Available,2.3,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241351,2012,0.058,0,Not Available,Not Available,Not Available,Not Available,103,80,Not Available,Not Available,Not Available,Not Available,NULL,NULL
241352,2016,4.0,Not Available,Not Available,Not Available,Not Available,4.3,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241353,2013,8.4,0.0,Not Available,0.5,57.3,11.0,382,348,Not Available,222,96,791,NULL,NULL
241353,2016,5.0,0.0,0.0,Not Available,Not Available,9.6,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241354,2010,0.051,0.000,NULL,NULL,40.0,4.3,196,111,NULL,NULL,40,258,NULL,NULL
241354,2013,8.3,0.0,6.3,Not Available,62.7,5.4,242,127,95,Not Available,51,408,NULL,NULL
241354,2016,2.3,0.0,Not Available,Not Available,Not Available,11.7,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241355,2010,0.064,0.000,NULL,NULL,47.7,6.1,218,96,NULL,NULL,44,293,NULL,NULL
241355,2013,6.9,0.0,4.1,Not Available,55.6,7.3,204,77,98,Not Available,45,385,NULL,NULL
241355,2016,0.0,0.0,Not Available,Not Available,Not Available,10.3,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
241356,2013,2.6,0.0,Not Available,Not Available,Not Available,8.1,116,75,Not Available,Not Available,Not Available,307,NULL,NULL
241357,2010,0.000,0.000,NULL,NULL,41.2,8.0,50,35,NULL,NULL,17,88,NULL,NULL
241357,2013,Not Available,Not Available,Not Available,Not Available,Not Available,4.6,Not Available,Not Available,Not Available,Not Available,Not Available,151,NULL,NULL
241358,2010,N/A,N/A,NULL,NULL,N/A,N/A,N/A,N/A,NULL,NULL,N/A,N/A,NULL,NULL
241359,2014,2.0,2.6,Not Available,Not Available,Not Available,7.0,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
241360,2011,0.043,0.040,NULL,NULL,N/A,5.2,69,50,NULL,NULL,N/A,193,NULL,NULL
241360,2014,9.0,Not Available,Not Available,Not Available,Not Available,5.2,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
241361,2012,0.112,0.007,2.2,0.6,48.6,4.1,268,153,92,160,37,411,NULL,NULL
241361,2015,15.4,Not Available,Not Available,Not Available,Not Available,5.3,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241362,2015,4.5,0.0,Not Available,0.0,Not Available,4.8,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241363,2012,0.043,0.055,Not Available,Not Available,Not Available,22.7,141,55,Not Available,Not Available,Not Available,150,NULL,NULL
241363,2015,5.1,3.6,Not Available,Not Available,Not Available,15.4,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
241364,2012,0.172,0.162,Not Available,Not Available,Not Available,5.7,221,111,Not Available,Not Available,Not Available,460,NULL,NULL
241364,2015,6.2,1.9,Not Available,Not Available,Not Available,11.3,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
260110,2012,0.656,0.076,9.6,3.6,37.9,Not Available,1038,825,415,814,140,Not Available,NULL,NULL
260110,2015,46.8,0.1,4.5,3.0,Not Available,3.5,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
260113,2012,0.404,0.18,7.3,3.9,53.3,6.7,329,133,109,613,92,764,NULL,NULL
260113,2015,8.4,4.8,2.9,Not Available,Not Available,14.4,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
260115,2012,0.008,0.002,6.4,Not Available,47.5,5.6,390,476,141,Not Available,40,500,NULL,NULL
260116,2010,0.126,0.064,NULL,NULL,34.7,4.3,277,110,NULL,NULL,98,444,NULL,NULL
260116,2013,25.2,21.9,7.3,Not Available,41.4,7.8,317,155,165,Not Available,87,528,NULL,NULL
260116,2016,9.4,3.4,4.8,Not Available,41.3,7.8,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
260119,2015,23.6,6.2,5.4,2.6,Not Available,2.1,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
260137,2011,0.519,0.499,NULL,NULL,32.6,7.4,1202,1021,NULL,NULL,454,2947,NULL,NULL
260138,2013,1.4,4.3,3.6,Not Available,Not Available,11.0,353,116,804,Not Available,Not Available,1249,NULL,NULL
260138,2016,1.3,7.2,4.0,2.6,Not Available,8.7,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
260141,2012,0.249,0.023,6.2,2.7,32.3,6.1,1094,1105,502,640,127,3080,NULL,NULL
260141,2015,21.5,0.6,4.1,4.5,Not Available,11.1,NULL,NULL,NULL,NULL,NULL,NULL,2013-07-01 00:00:00.000,2014-06-30 00:00:00.000
260142,2014,4.1,1.0,9.0,Not Available,60.0,7.5,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
260147,2011,0.577,N/A,NULL,NULL,N/A,2.5,52,N/A,NULL,NULL,N/A,159,NULL,NULL
260147,2014,1.6,Not Available,Not Available,Not Available,Not Available,3.4,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
260159,2011,0.494,0.123,NULL,NULL,38.3,12.0,261,227,NULL,NULL,47,998,NULL,NULL
260160,2010,0.470,0.017,NULL,NULL,26.3,8.1,217,117,NULL,NULL,38,406,NULL,NULL
260162,2011,0.077,0.013,NULL,NULL,22.3,5.6,961,1028,NULL,NULL,103,784,NULL,NULL
260162,2014,6.0,0.7,3.5,4.4,35.4,8.8,NULL,NULL,NULL,NULL,NULL,NULL,2012-07-01 00:00:00.000,2013-06-30 00:00:00.000
260163,2016,0.3,0.0,3.1,2.7,48.1,4.9,NULL,NULL,NULL,NULL,NULL,NULL,2014-07-01 00:00:00.000,2015-06-30 00:00:00.000
